project,pullNumber,CCR,author,merged
ignite,7922,Line is too long considering 120 chars limit,sergey-chugunov-1985,False
poi,144,2 spaces before =,sandeeptiwari32,False
hudi,2793,What is this batch size used for ? Can you please add some comments,TeRS-K,False
pulsar,3825,check the key exists or not before setting it,jiazhai,True
nifi,6682,"Calling `session.putAttribute()` should update the reference to `flowFile`:
```suggestion
                flowFile = session.putAttribute(flowFile, CoreAttributes.MIME_TYPE.key(), ""application/json"");
```",Lehel44,False
ambari,231,"Missing javadocs. 

",adoroszlai,True
nifi,6838,"I get that the script only accepts an argument list and no options, so ""it's obvious"" that the Kafka Brokers are the optional parameter but I would still mark it as optional in the documentation",timeabarna,False
beam,8152,Since itemCount/estimatedSizeBytes could be null you may need to do `long estimatedSizeBytes = getEstimatedSizeBytes(options);` before.,EdgarLGB,False
storm,2930,"Maybe `topology-names`, with `nargs='+'`?",govind-menon,True
accumulo,2724,"```suggestion
   * the <a href=""https://find-sec-bugs.github.io/bugs.htm#CRLF_INJECTION_LOGS"">bug description</a>
```",milleruntime,True
cloudstack,3780,"```suggestion
        super(TestMulipleNetworkCreation, self).tearDown()
```",ravening,False
hadoop,5783,Nit; IOException is not thrown anymore.,tomicooler,True
gobblin,3163,Provide value size here?,hanghangliu,False
ozone,612,"Add LOG.isTraceEnabled()
",supratimdeka,False
pinot,6842,"we dont have multiple environments at once ? based on how the config is, we can only setup one. Isn't that true?
An example of how the config looks will help",desaijay230592,True
incubator-hugegraph,38,ditto,Linary,True
beam,3114,sdks/java/nexmark?,echauchot,False
iotdb,8975,"may not be true for other agg functions in future, in the comments you need to mention it. or you should do the check",Wei-hao-Li,True
geode,3963,"Feels a little heavy handed to make a third party library a required part of the API interface. What's wrong with using a `Map<String, Object>`?",jdeppe-pivotal,True
geode,5333,"This test name is a little misleading. It might be better as ""getOwnerWithWaitReturnsNullIfNotInitializedWithWait""",pivotal-eshu,True
flink,10161,the function can return logic `or - ||` of these `ifs`,xintongsong,False
iotdb,6753,"```suggestion
      IConfigNodeRPCService.Iface client, int expectedConfigNodeNum, int expectedDataNodeNum)
```",MiniSho,True
gobblin,3687,Can we use string.format() to construct this string?,meethngala,True
flink,10605,Can we also add the distinct type here?,dawidwys,False
pulsar,3168,Can you rename the function to throwUnavailableException,aahmed-se,True
hudi,4385,rename: getCommitsSinceLastCleaning? and then name the variable `numCommits`?,pratyakshsharma,True
dolphinscheduler,2035,"Space after comma, ie `logger.error(VERIFY_DATASOURCE_NAME_FAILURE.getMsg(), e);`",wen-hemin,True
nifi,6158,`hashCode()` is not unique. The `ADLSCredentialsDetails` object itself should be used as the key instead.,nandorsoma,False
pulsar,1669,remove from interface. external callers don't need it.,zhaijack,True
beam,25809,"I think longer term when if add additional compression formats, we'd want to do something similar to how the Filesystems are set up, so users don't need to have *all possible compressions* linked in. 

I think it's fine to have Gzip built in by default as it's most common, but if we build in support for more, it should be made modular, and hooked into the ""auto"" support.",johannaojeling,True
flink,6027,Would be better to add some tests for boundaries here.,Xpray,False
hudi,2263,"Do we need this level of file readers in this part of the code ? Can we just call compactor.compact(context, compactionPlan, table, config, instantTime) ?",satishkotha,True
iotdb,1100,"This is a bug, deviceMetaData offset may index to a metadataIndex node, not the first metadata offset.

Use TsFileMetadata.getMetaOffset()",samperson1997,True
hudi,294,pull 1024 into a constant above?,ovj,True
flink,6299,Extend documentation here with examples.,pnowojski,True
nifi,6225,"`versionCode` may be more descriptive.
Its type could be `String` because it is always be used as `String`.",nandorsoma,False
flink,2653,"remove  ""with EvaluableFunction"" if EvaluableFunction's methods had move to UserDefinedFunctionUtils.scala
",wuchong,False
skywalking,3093,All clear need in final. In case `#onError` fails.,dmsolr,True
geode,7261,See comments on `LPopDUnitTest`,ringles,True
flink,7777,"Don't we need to perform the arity check here? We do it in the `convertRow(ObjectNode reuse, Row row, RowTypeInfo rowTypeInfo)`",twalthr,False
phoenix,508,Nit: Please leave spaces between different args like other usages above in this file.,swaroopak,False
dubbo-samples,261,spring-test的版本号不需要了，由前面的spring-framework-bom管理了,yzz1232,True
kafka,2612,nit: please add `{` and `}` to all blocks,fhussonnois,False
samza,683," Why do we pass in empty config bag to the RocksDBOptionsHelper here and in the container context. RocksDBOptionsHelper returns back of rocksdB options such as  `writeBuffers`, `compression` based upon certain keys from `config`. So all we want is empty options, why can't we simply use emptyOptions during `RocksDB.open()` call.
",Sanil15,False
systemds,305,"Let's remove this cleanup line.  If a user installs a dev version with `pip3 install -e src/main/python`, this egg will be created with information about this package, including how to uninstall it.  If Maven then removes it, the user will not be able to uninstall the Python `systemml` package, yet it will still be installed.  Instead, let's just let the user remove this as necessary.",deroneriksson,False
druid,11293,remove this,abhishekagarwal87,True
avro,661,"```suggestion
   * @return Get the currently used protocol
```
Very minor: unnecessary dash",zeshuai007,True
pulsar,3678,"usually it is not a good practice to mock Java classes, it would be likely to break with future Java version, in this case you can create a dummy temporary file with the wanted file extension",david-streamlio,False
incubator-kie-optaplanner,2752,`else if`?,MichalDudkiewicz,False
logging-log4j2,1173,In this test and the remaining ones I don't think we need to lock `Resources.TIME_ZONE`: the result of the test should **not** depend on the default timezone.,dnsmkl,True
gobblin,2335,"How about `public static ConvertibleHiveDataset getConvertibleHiveDataset(WorkUnit workUnit)`, which returns the casted `convertibleHiveDataset` and `null` if not possible. Then we can have a cleaner logic
```
setSourceLineageInfo(workUnit, getConvertibleHiveDataset(workUnit), this.lineageInfo);
```
Remember to check null for `hiveDataset` in `setSourceLineageinfo`",aditya1105,False
flink,12865,nav-title 没有翻译,KarmaGYZ,False
gobblin,3551,I don't see the SessionManager actually throwing anything in the constructor so the try/catch is redundant,AndyJiang99,True
camel,3777,Somewhat the documentation description looks missing though,onderson,True
incubator-kie-optaplanner,631,"Code style nitpick: This renames the variable ""other"" to ""that"".
All other equals() code in optaplanner uses ""o"" for Object and ""other"" for casted instance.",triceo,True
iotdb,4632,This type inferencing logics are almost the same as `TypeInferenceUtils.getAggrDataType()`.Please use that instead of writing a duplicated one.,CRZbulabula,True
samza,1086,"Consider using a volatile field instead of Optional to track `sideInputException`?

Personally don't prefer Optional field here since (1) optionality is trivially obvious and (2) it wasn't the [intended goal](http://mail.openjdk.java.net/pipermail/lambda-dev/2012-September/005952.html) of Optional-api, which is to provide better composability when dealing with Nullables from public-functions. ",rmatharu-zz,False
flink,17539,"Use String constant from org.apache.flink.util.DockerImageVersions here? 
Why does this test use a different version of Kafka?",fapaul,True
phoenix,317,"nit: do you need double checking here?
if (INSTANCE == null) {
     synchronized(this) {
        if(INSTANCE == null) {
              ...
  }  
 }
}",m2je,False
flink,10498,"Flink also provides two parameters to tune the memory fraction of MemTable and index & filters along with the bounding RocksDB memory usage feature:
- `state.backend.rocksdb.memory.write-buffer-ratio`, by default `0.5`, which means 50% of the given memory would be used by write buffer manager.
- `state.backend.rocksdb.memory.high-prio-pool-ratio`, by default `0.1`, which means 10% 0f the given memory would be set as high priority for index and filters in shared block cache. We strongly suggest not to set this to zero, to prevent index and filters from competing against data blocks for staying in cache and causing performance issues.",Myasuka,False
seatunnel,50,"这个类名叫`GeoIp`, 这个通过加载配置和反射机制能找到这个类吗？我记得只有第一个字母能大写，如`Geoip`",RickyHuo,False
iotdb,1400,this.startTime = Long.MIN_VALUE;,wshao08,True
flink,12008,The `com.amazonaws:aws-java-sdk-sts:1.11.754` dependency is missing here?,aroch,False
druid,14782,"```suggestion
        = CoordinatorStat.toDebugAndEmit(""killAvailSlots"", ""killTask/availableSlot/count"");
```

nit: I did a hot take when I read Avl and wasn't sure what that stood for. Maybe Avail is clear and still a useful short name?",zachjsh,True
ignite,1676,space line,SharplEr,False
doris,1098,remove it,yiguolei,True
gobblin,2577,we can simplify as `if (this.getPlatform() == null || !this.getPlatform().equalsIgnoreCase(other.getPlatform())) {`,sv2000,False
